STORE_NAME,longitude,latitude,ADDRESS,ADDRESS2,CITY,STATE,ZIP5,zip4,County
7-Eleven 39738,-105.10351,40.000229,1285 W Baseline Rd,,Lafayette,CO,80026,3431,BOULDER 
7-Eleven 39753,-105.12846,39.826599,7190 Simms St,,Arvada,CO,80004,1365,JEFFERSON 
7-Eleven 39746,-105.03706,39.561344,8076 Blakeland Dr,,Littleton,CO,80125,9702,DOUGLAS 
Twin Star Energy 527,-105.11121,39.564716,10038 W Remington Ave,,Littleton,CO,80127,4277,JEFFERSON 
7-Eleven 39733,-104.88389,39.556217,9010 Park Meadows Dr,,Lone Tree,CO,80124,2838,DOUGLAS 
7-Eleven 39731,-105.10011,39.580662,9100 W Ken Caryl Ave,,Littleton,CO,80128,5250,JEFFERSON 
Twin Star Energy 30,-104.77286,39.550426,9160 Crown Crest Blvd,,Parker,CO,80138,8697,DOUGLAS 
Shell 2,-105.05822,40.603912,1037 Conifer St,,Fort Collins,CO,80524,2159,LARIMER 
7-Eleven Store 13203A,-104.89909,39.740238,7675 E Colfax Ave,,Denver,CO,80220,1950,DENVER 
El Ranchito Meat Market,-104.75529,38.825447,3970 Airport Rd,,Colorado Springs,CO,80910,2404,EL PASO 
7-Eleven Store 22194A,-104.81973,39.740082,14490 E Colfax Ave,,Aurora,CO,80011,6823,ARAPAHOE 
Diamond Shamrock Corner Store 2741166,-104.77119,39.618134,18565 E Smoky Hill Rd,,Centennial,CO,80015,3105,ARAPAHOE 
Diamond Shamrock Corner Store 2744052,-104.77235,39.652451,3504 S Tower Rd,,Aurora,CO,80013,3572,ARAPAHOE 
7-Eleven Store 23899A,-104.98969,39.711216,85 W Alameda Ave,,Denver,CO,80223,2104,DENVER 
7-Eleven Store 27043A,-105.12843,39.72982,820 Simms St,Ste 8,Golden,CO,80401,4472,JEFFERSON 
7-Eleven Store 18589,-105.93384,40.084866,511 Agate Ave,,Granby,CO,80446,,GRAND 
FOOD KING 128,-104.73842,40.422729,3635 W 10th St,,Greeley,CO,80634,1820,WELD 
LOWES 122,-104.86254,39.740276,10777 E Colfax Ave,,Aurora,CO,80010,2402,ARAPAHOE 
LOWES 118,-105.02504,39.692219,1320 S Federal Blvd,,Denver,CO,80219,4236,DENVER 
LOWES 117,-105.00622,39.829571,7305 Pecos St,,Denver,CO,80221,2763,ADAMS 
Mi Pueblo Latin Market Inc,-105.03252,39.718559,125 Knox Ct,,Denver,CO,80219,1437,DENVER 
Alfalfa's Market 1,-105.27853,40.013538,1651 Broadway,,Boulder,CO,80302,6218,BOULDER 
Downing Supermarket,-104.97328,39.764149,3340 Downing St,,Denver,CO,80205,3919,DENVER 
Family Dollar Store 8448,-107.60036,37.233963,310 Bayfield Ctr,,Bayfield,CO,81122,8827,LA PLATA 
El Paso Company 39472A,-104.74728,38.873997,4325 S Carefree Cir,,Colorado Springs,CO,80917,3124,EL PASO 
Save A Lot 43418,-104.84716,39.727093,698 Peoria St,,Aurora,CO,80011,8229,ARAPAHOE 
Save A Lot 43419,-104.78048,38.82526,405 S Circle Dr,,Colorado Springs,CO,80910,2318,EL PASO 
Dollar Tree 2657,-104.80437,38.949627,8145 N Academy Blvd,,Colorado Springs,CO,80920,3903,EL PASO 
Dollar Tree 4630,-105.19999,39.74152,17736 S Golden Rd,,Golden,CO,80401,6012,JEFFERSON 
7-Eleven Store 34526A,-104.99395,39.750488,1800 Lawrence St,Apt A,Denver,CO,80202,1890,DENVER 
Dollar Tree 4626,-104.79412,38.866302,2417 N Union Blvd,,Colorado Springs,CO,80909,1107,EL PASO 
Kum & Go 938,-105.9471,40.086193,308 Agate Ave,,Granby,CO,80446,,GRAND 
Walgreens 13148,-104.79071,39.625694,16950 E Smoky Hill Rd,,Aurora,CO,80015,2482,ARAPAHOE 
Diamond Shamrock Corner Store 274698,-105.07322,40.37957,1040 S Lincoln Ave,,Loveland,CO,80537,6337,LARIMER 
Diamond Shamrock Corner Store 2741146,-105.05338,39.868252,9489 Sheridan Blvd,,Westminster,CO,80031,6532,ADAMS 
Diamond Shamrock Corner Store 2744045,-105.08137,39.820419,6802 Wadsworth Blvd,,Arvada,CO,80003,3447,JEFFERSON 
Diamond Shamrock Corner Store 2741152,-105.03921,40.524929,4502 S Timberline Rd,,Fort Collins,CO,80525,3401,LARIMER 
King Soopers 99,-105.07642,40.611156,1842 N College Ave,,Fort Collins,CO,80524,1333,LARIMER 
Diamond Shamrock Corner Store 2744104,-105.05813,40.52195,4701 S Lemay Ave,,Fort Collins,CO,80525,9401,LARIMER 
Diamond Shamrock Corner Store 2741119,-104.87122,39.709885,10098 E Alameda Ave,,Denver,CO,80247,1304,ARAPAHOE 
Diamond Shamrock Corner Store 2744105,-105.09615,40.555084,2501 S Shields St,,Fort Collins,CO,80526,1823,LARIMER 
Walgreens 11477,-104.74622,38.967018,4470 Royal Pine Dr,,Colorado Springs,CO,80920,2829,EL PASO 
American Convenience Store,-104.98402,39.856358,285 E 88th Ave,,Thornton,CO,80229,4406,ADAMS 
Circle K 9874,-104.82841,38.896721,435 Garden of the Gods Rd,,Colorado Springs,CO,80907,4217,EL PASO 
Circle K 9893,-104.79762,39.532448,16550 Keystone Blvd,,Parker,CO,80134,3300,DOUGLAS 
Fruitvale Shell LLC 5,-108.4966,39.06324,401 30 Rd,,Grand Junction,CO,81504,8607,MESA 
Broomfield Farmers Market,-105.08983,39.928802,1700 W 10th Ave,,Broomfield,CO,80020,1716,BROOMFIELD 
Travelcenters Of America 148,-104.90332,39.7883,5101 Quebec St,,Commerce City,CO,80022,4860,ADAMS 
Travelcenters Of America 174,-105.13504,39.778339,12151 W 44th Ave,,Wheat Ridge,CO,80033,2448,JEFFERSON 
Travelcenters Of America 228,-103.70681,39.270386,2200 9th  St,,Limon,CO,80828,,LINCOLN 
Tienda Emanuel,-103.79815,40.248482,318 E Railroad Ave,,Fort Morgan,CO,80701,3137,MORGAN 
7-Eleven Store 39339A,-104.73933,38.76651,1810 Main St,,Colorado Springs,CO,80911,1152,EL PASO 
DeVries Fruit & Veggie Roadside Stand,-107.95589,38.565456,60542 Gunnison Rd,,Olathe,CO,81425,9326,MONTROSE 
Carniceria San Jose,-107.78339,39.546017,2000 Railroad Ave,,Rifle,CO,81650,3208,GARFIELD 
Nana African Market,-104.86863,39.674835,10223 E Iliff Ave,,Denver,CO,80247,3621,ARAPAHOE 
7-Eleven Store 34057,-104.85407,39.538673,11802 E Oswego St,,Englewood,CO,80112,5953,ARAPAHOE 
Zoelsmanns Bakery,-104.61387,38.25103,912 E Abriendo Ave,,Pueblo,CO,81004,2598,PUEBLO 
Dollar Groceries 1,-104.84839,39.696522,12028 E Mississippi Ave,Unit F1,Aurora,CO,80012,3294,ARAPAHOE 
7-Eleven Store 13194A,-104.99873,39.733822,1107 Santa Fe Dr,,Denver,CO,80204,3543,DENVER 
7-Eleven Store 18999A,-104.75635,38.79636,3877 Astrozon Blvd,,Colorado Springs,CO,80916,2409,EL PASO 
7-Eleven Store 39501,-105.11834,39.682163,10815 W Jewell Ave,Ste A,Lakewood,CO,80232,6268,JEFFERSON 
7-Eleven Store 27620A,-104.99863,39.721081,303 Santa Fe Dr,,Denver,CO,80223,1131,DENVER 
7-Eleven Store 39274B,-105.05333,39.724037,495 Sheridan Blvd,,Lakewood,CO,80226,2450,JEFFERSON 
7-Eleven Store 39504,-104.89473,39.638042,4351 S Tamarac Pkwy,,Denver,CO,80237,2435,DENVER 
Dollar Tree 4628,-104.91298,39.676281,2223 S Monaco Pkwy,Unit E8,Denver,CO,80222,5842,DENVER 
Pepitos,-106.62408,39.65126,12 Fox Hollow Dr,Unit D,Edwards,CO,81632,,EAGLE 
7-Eleven Store 22063A,-105.12826,39.740337,11599 W Colfax Ave,,Lakewood,CO,80215,3707,JEFFERSON 
El Angel Meat Market,-104.84697,39.76004,3103 Peoria St,,Aurora,CO,80010,1515,ARAPAHOE 
7-Eleven Store 27022A,-104.97888,39.812698,650 E 64th Ave,,Denver,CO,80229,7008,ADAMS 
Megenagna Grocery,-104.86367,39.710804,306 S Ironton St,Unit C,Aurora,CO,80012,2078,ARAPAHOE 
Dollar General 13059,-107.92849,38.89336,150 SW 8th Ave,,Cedaredge,CO,81413,3901,DELTA 
7-Eleven Store 39421A,-104.77401,39.547665,9301 S Parker Rd,,Parker,CO,80134,8821,DOUGLAS 
MY GOODS MARKET 6531,-104.72018,38.873466,2790 N Powers Blvd,,Colorado Springs,CO,80922,2802,EL PASO 
MY GOODS MARKET 6506,-105.17418,39.776115,15590 W 44th Ave,,Golden,CO,80403,1819,JEFFERSON 
MY GOODS MARKET 6507,-104.83691,39.093048,534 W Highway 105,,Monument,CO,80132,9125,EL PASO 
7-Eleven Store 39528A,-104.79895,39.63839,16310 E Quincy Ave,,Aurora,CO,80015,1596,ARAPAHOE 
Dollar Tree 4756,-105.02224,39.624161,2819 W Belleview Ave,,Littleton,CO,80123,2954,JEFFERSON 
7-Eleven 39742,-105.03979,39.914238,4175 W 120th Ave,,Broomfield,CO,80020,5307,BROOMFIELD 
Twin Star Energy 525,-104.94407,39.884762,3690 E 104th Ave,,Thornton,CO,80233,4427,ADAMS 
Twin Star Energy 545,-104.77746,39.653156,18181 E Hampden Ave,Ste 1,Aurora,CO,80013,3560,ARAPAHOE 
Twin Star Energy 514,-105.08259,39.566711,8286 S Wadsworth Blvd,,Littleton,CO,80128,9116,JEFFERSON 
7-Eleven 39739,-104.8616,39.365135,80 Plum Creek Pkwy,,Castle Rock,CO,80104,2667,DOUGLAS 
7-Eleven 39743,-104.94691,39.543171,3650 E Highlands Ranch Pkwy,,Highlands Ranch,CO,80126,7804,DOUGLAS 
Twin Star Energy 528,-105.49702,39.741882,2911 Colorado Blvd,,Idaho Springs,CO,80452,,CLEAR CREEK 
7-Eleven 39741,-104.87608,39.472527,7610 Debbie Ln,,Castle Pines,CO,80108,9234,DOUGLAS 
Twin Star Energy 548,-104.94127,39.678402,3996 E Evans Ave,Unit B,Denver,CO,80210,4959,DENVER 
Twin Star Energy 534,-105.13087,40.149719,1051 S Hover St,Unit A,Longmont,CO,80501,8024,BOULDER 
Loves Travel Stop 300,-104.43346,39.737396,1191 S 1st St,,Bennett,CO,80102,7908,ADAMS 
7-Eleven Store 34741A,-104.77177,39.82513,7080 Tower Rd,,Denver,CO,80249,7311,DENVER 
Family Dollar Store 8650,-104.69864,38.718613,6960 Mesa Ridge Pkwy,,Fountain,CO,80817,1533,EL PASO 
7-Eleven Store 18556A,-104.99669,39.856297,8801 Huron St,,Thornton,CO,80260,6804,ADAMS 
7-Eleven Store 23731A,-104.81832,38.837994,328 E Platte Ave,,Colorado Springs,CO,80903,1237,EL PASO 
Walgreens 12024,-104.80974,39.652992,15320 E Hampden Ave,,Aurora,CO,80013,2402,ARAPAHOE 
7-Eleven Store 25325A,-105.00618,39.915195,12057 Pecos St,,Denver,CO,80234,2073,ADAMS 
Conoco,-105.04371,39.769382,4380 W 38th Ave,,Denver,CO,80212,1916,DENVER 
Family Dollar Store 8539,-106.93525,39.646198,770 Red Table Dr,,Gypsum,CO,81637,,EAGLE 
Super Qwik Stop,-105.00584,39.848953,1580 W 84th Ave,,Denver,CO,80260,3929,ADAMS 
Kum & Go 973,-104.97454,40.086525,127 Laura Way,,Dacono,CO,80514,5046,WELD 
7-Eleven Store 25187A,-104.86597,39.725212,595 Havana St,,Aurora,CO,80010,4343,ARAPAHOE 
7 Eleven Store 18594A,-105.05749,39.842285,8002 Chase Dr,,Arvada,CO,80003,1806,JEFFERSON 
7-Eleven Store 26295B,-104.75745,38.854042,1426 N Academy Blvd,,Colorado Springs,CO,80909,3315,EL PASO 
Diamond Shamrock Corner Store 2741137,-104.73795,38.896843,4805 Barnes Rd,,Colorado Springs,CO,80917,1721,EL PASO 
Diamond Shamrock Corner Store 2741173,-104.61028,38.932137,11769 E Us Highway 24,,Peyton,CO,80831,8138,EL PASO 
Diamond Shamrock Corner Store 2741138,-104.77837,38.932999,2555 E Woodmen Rd,,Colorado Springs,CO,80920,3585,EL PASO 
Family Dollar Store 8836,-104.90413,39.698715,7150 Leetsdale Dr,Unit 180,Denver,CO,80224,3516,DENVER 
7-Eleven Store 24116A,-104.98756,39.68771,1585 S Broadway,,Denver,CO,80210,2607,DENVER 
7-Eleven Store 35053A,-104.86574,39.773796,3992 Havana St,,Denver,CO,80239,3236,DENVER 
7-Eleven Store 35336A,-105.0343,39.929558,12802 Lowell Blvd,,Broomfield,CO,80020,5432,BROOMFIELD 
Carniceria La Mexicana,-104.64186,40.073238,751 Main St,,Hudson,CO,80642,5008,WELD 
Papa Murphys Pizza CO045,-104.75773,38.79694,2460 S Academy Blvd,,Colorado Springs,CO,80916,2408,EL PASO 
Colorado Ranch Market 43420,-104.85372,39.74025,11505 E Colfax Ave,,Aurora,CO,80010,2706,ARAPAHOE 
Save A Lot 43421,-105.02508,39.680702,1951 S Federal Blvd,,Denver,CO,80219,5509,DENVER 
Walgreens 15022,-106.82436,40.465309,1440 Pine Grove Rd,,Steamboat Springs,CO,80487,,ROUTT 
Dollar Tree Store 4796,-104.77435,39.764664,3454 N Salida St,,Aurora,CO,80011,,ARAPAHOE 
Dollar Tree Store 4818,-104.866,39.694809,1155 S Havana St,Unit 23,Aurora,CO,80012,4017,ARAPAHOE 
India Bazaar,-105.25835,40.01313,1542 28th St,,Boulder,CO,80303,1039,BOULDER 
Tienda Dey Sandoval,-105.03952,39.706516,3939 Morrison Rd,,Denver,CO,80219,2513,DENVER 
Tubbys Turnaround LLC,-104.92078,38.8605,1106 Manitou Ave,,Manitou Springs,CO,80829,1736,EL PASO 
Gardner Farmers Market,-105.16611,37.783249,25308 State Highway 69,,Gardner,CO,81040,9792,HUERFANO 
Save A Lot 43422,-105.1023,40.189739,1750 Main St,,Longmont,CO,80501,2036,BOULDER 
7-Eleven Store 35503A,-104.98878,39.742405,1550 Court Pl,,Denver,CO,80202,5107,DENVER 
7-Eleven Store 34131A,-104.76125,39.638489,19390 E Quincy Ave,,Aurora,CO,80015,2801,ARAPAHOE 
Solo Gas,-104.91277,39.66795,2690 S Monaco Pkwy,,Denver,CO,80222,5804,DENVER 
Family Dollar Store 8702,-105.02498,39.867702,9410 Federal Blvd,,Denver,CO,80260,5826,ADAMS 
Family Dollar Store 9210,-104.80705,39.708408,15390 E Alameda Pkwy,,Aurora,CO,80017,2066,ARAPAHOE 
Florissant Conoco,-105.29149,38.945953,2636 US Highway 24,,Florissant,CO,80816,9629,TELLER 
7-Eleven Store 32386A,-104.85152,38.899429,4710 Centennial Blvd,,Colorado Springs,CO,80919,3305,EL PASO 
Blanca Rv Park,-105.51023,37.435005,521 Main St,,Blanca,CO,81123,9105,COSTILLA 
Diamond Shamrock Corner Store 2744079,-104.94065,39.676376,2210 S Colorado Blvd,,Denver,CO,80222,4914,DENVER 
Dollar Tree Store 2675,-104.60858,38.298115,212 W 29th St,,Pueblo,CO,81008,1004,PUEBLO 
7-Eleven Store 23664A,-105.02502,39.673481,2396 S Federal Blvd,,Denver,CO,80219,5405,DENVER 
7-Eleven Store 39543A,-104.75713,38.860252,1901 N Academy Blvd,,Colorado Springs,CO,80909,1503,EL PASO 
Family Dollar Store 8819,-106.00886,37.079155,809 Main St,,Antonito,CO,81120,,CONEJOS 
Sunset Fast Stop,-105.12207,40.158817,1800 Boston Ave,,Longmont,CO,80501,7930,BOULDER 
7-Eleven Store 18724A,-104.67759,40.410042,104 E 18th St,,Greeley,CO,80631,6019,WELD 
Circle K 2709842,-104.80968,39.776119,4570 Chambers Rd,,Denver,CO,80239,5912,DENVER 
7-Eleven Store 34374A,-104.95897,39.740128,2341 E Colfax Ave,,Denver,CO,80206,1402,DENVER 
Circle K 2709855,-104.80118,39.725552,16070 E 6th Ave,,Aurora,CO,80011,9244,ARAPAHOE 
7-Eleven Store 13169A,-104.8096,39.986713,1012 E Bridge St,,Brighton,CO,80601,2231,ADAMS 
Diamond Shamrock Corner Store 2744054,-104.52702,39.736832,1495 N Manila Rd,,Bennett,CO,80102,8763,ADAMS 
7 Eleven Store 35269A,-104.93039,40.092625,6008 Frederick Way,,Frederick,CO,80530,7006,WELD 
Mountain Food Market Inc 901,-105.82906,40.253212,400 Grand Ave,,Grand Lake,CO,80447,1397,GRAND 
Carniceria La Sierra Inc,-105.02832,39.711132,3170 W Alameda Ave,,Denver,CO,80219,2042,DENVER 
7-Eleven Store 13164A,-105.26275,40.029209,2605 Valmont Rd,,Boulder,CO,80304,2903,BOULDER 
Circle K Store 2709873,-105.0909,39.921619,425 Us Highway 287,,Broomfield,CO,80020,2070,BROOMFIELD 
Family Dollar Store 9094,-104.91896,39.812878,5947 E 64th Ave,,Commerce City,CO,80022,3316,ADAMS 
7-Eleven Store 39532A,-104.80786,39.575771,15550 E Broncos Pkwy,,Englewood,CO,80112,7113,ARAPAHOE 
Telluride Farmers Market,-107.8129,37.937206,100-300 S Oak St,,Telluride,CO,81435,,SAN MIGUEL 
Family Dollar Store 8703,-107.74641,38.150799,283 Palomino Trl,,Ridgway,CO,81432,9216,OURAY 
King Soopers 114,-104.81236,39.885601,15051 E 104th Ave,,Commerce City,CO,80022,9706,ADAMS 
Dollar General Store 13246,-108.71957,39.153416,1803 J 2/10 Rd,,Fruita,CO,81521,9397,MESA 
Dollar General Store 13264,-107.08569,37.251839,21 Seminole Dr,,Pagosa Springs,CO,81147,,ARCHULETA 
Charlies Market,-105.00906,37.508938,214 S Main St,,La Veta,CO,81055,,HUERFANO 
7-Eleven Store 27429B,-105.05313,39.682579,1850 S Sheridan Blvd,,Denver,CO,80232,8029,JEFFERSON 
Walmart Neighborhood Market 3128,-104.89085,39.690479,1442 S Parker Rd,,Denver,CO,80231,2707,DENVER 
Walmart Neighborhood Market 3126,-104.79353,39.626675,16746 E Smoky Hill Rd,,Centennial,CO,80015,2472,ARAPAHOE 
Family Dollar Store 8707,-104.59589,38.288841,1102 Bonforte Blvd,,Pueblo,CO,81001,1805,PUEBLO 
Gunnison Farmers Market,-106.92693,38.545544,Virginia and Main,,Gunnison,CO,81230,,GUNNISON 
Walmart Neighborhood Market 3127,-104.80986,39.78545,5141 Chambers Rd,,Denver,CO,80239,4231,DENVER 
7-Eleven Store 19088A,-104.69438,40.37743,1011 37th St,,Evans,CO,80620,2114,WELD 
Russells  Convenience 224,-104.98734,39.742851,1670 Broadway,Ste 120,Denver,CO,80202,4838,DENVER 
Carniceria Sonora Montrose LLC,-107.87778,38.480114,347 N 1st St,,Montrose,CO,81401,3701,MONTROSE 
7-Eleven Store 39510A,-104.98195,40.160538,3914 State Highway 119,,Longmont,CO,80504,9542,WELD 
Dollar Tree Store 4899,-105.0045,39.849037,1407 W 84th Ave,Unit A1,Denver,CO,80260,4753,ADAMS 
Dollar General Store 13763,-104.91034,39.831593,7400 Highway 2,,Commerce City,CO,80022,1649,ADAMS 
Gastronom 1,-105.11103,39.809017,10050 Ralston Rd,Unit H,Arvada,CO,80004,4981,JEFFERSON 
7-Eleven Store 35511A,-104.92944,39.653019,4990 E Hampden Ave,,Denver,CO,80222,7328,DENVER 
Kum & Go 657,-104.78757,38.915066,2190 Vickers Dr,,Colorado Springs,CO,80918,8129,EL PASO 
Carniceria La Guadalajara Inc,-105.05304,39.718307,5185 W 1st Ave,,Denver,CO,80219,1006,DENVER 
Papa Murphys Take n Bake Pizza CO 044,-105.22696,38.446686,1516 Main St,,Canon City,CO,81212,6406,FREMONT 
7-Eleven Store 35622H,-104.88889,39.596191,6630 S Yosemite St,,Greenwood Village,CO,80111,4942,ARAPAHOE 
7-Eleven Store 34333A,-104.79914,39.77256,3995 Lewiston St,Unit 106,Aurora,CO,80011,1535,ARAPAHOE 
Family Dollar Store 8849,-105.18557,38.747337,341 W Carr St,,Cripple Creek,CO,80813,9613,TELLER 
Neighborhood Market,-105.02303,38.424839,307 Broadway,,Penrose,CO,81240,9011,FREMONT 
Family Dollar Store 9016,-105.00046,40.701744,8099 6th Ave,,Wellington,CO,80549,,LARIMER 
Carniceria Y Panaderia Mexico,-104.93123,40.086979,907 Carbondale Dr,,Dacono,CO,80514,9550,WELD 
Arvada Farmers Market,-105.08138,39.800175,5700 Olde Wadsworth Blvd,,Arvada,CO,80002,2535,JEFFERSON 
Drake Road Farmers' Market,-105.09046,40.552769,802 W Drake Rd,,Fort Collins,CO,80526,,LARIMER 
Lusk Farms Farm Market,-103.62843,38.042377,28183 County Road 24.5,,Rocky Ford,CO,81067,9438,OTERO 
Walmart Neighborhood Market 3019,-104.97598,39.856209,850 E 88th Ave,,Thornton,CO,80229,4999,ADAMS 
Walmart Neighborhood Market 3083,-104.74804,38.842758,665 N Murray Blvd,,Colorado Springs,CO,80915,3405,EL PASO 
Dollar General Store 13582,-107.65982,39.547077,332 Main St,,Silt,CO,81652,,GARFIELD 
Revision International Refarm Market,-105.03671,39.708431,3738 Morrison Rd,,Denver,CO,80219,2620,DENVER 
Save-A-Lot 43423,-104.91199,39.829014,7290 Monaco St,,Commerce City,CO,80022,1732,ADAMS 
Carols Oriental Foods Inc,-108.53127,39.07745,2814 North Ave,,Grand Junction,CO,81501,7027,MESA 
Pagosa Farmers Market,-107.00488,37.268864,191 Pagosa St,,Pagosa Springs,CO,81147,,ARCHULETA 
Family Dollar Store 8721,-104.77451,39.783104,4775 N Yampa St,,Denver,CO,80249,,DENVER 
7-Eleven Store 34705A,-104.92216,39.678375,2100 S Holly St,,Denver,CO,80222,5600,DENVER 
Mozzy-d Stores 1,-104.8472,39.727871,754 Peoria St,,Aurora,CO,80011,8231,ARAPAHOE 
Kum & Go 2926,-107.36319,39.560093,2510 Gilstrap Ct,,Glenwood Springs,CO,81601,9735,GARFIELD 
Kum & Go 4951,-107.32668,39.550304,105 6th St,,Glenwood Springs,CO,81601,2937,GARFIELD 
7-Eleven Store 13185A,-104.69243,40.413754,830 16th St,,Greeley,CO,80631,5618,WELD 
7-Eleven Store 35604A,-105.03174,39.653328,3391 W Hampden Ave,,Englewood,CO,80110,1811,ARAPAHOE 
Carniceria La Tapatia Llc,-104.99328,39.613365,395 W Littleton Blvd,Unit 5a,Littleton,CO,80120,2364,ARAPAHOE 
Natural Grocers by Vitamin Cottage U059,-106.82664,40.479092,355 S Lincoln Ave,,Steamboat Springs,CO,80487,8907,ROUTT 
Whole Foods Market 10298,-107.08269,39.385082,340 Reed St,,Basalt,CO,81621,8413,EAGLE 
7-Eleven Store 35534A,-104.73299,38.799038,5280 Astrozon Blvd,,Colorado Springs,CO,80916,2630,EL PASO 
Family Dollar Store 8898,-104.01572,38.130386,706 E Cranston Ave,,Fowler,CO,81039,,OTERO 
Florissant Sinclair,-105.28654,38.946663,2839 Highway 24,,Florissant,CO,80816,,TELLER 
Diamond Shamrock Corner Store 274692,-104.84644,38.896137,4475 Forrest Hill Rd,,Colorado Springs,CO,80907,3712,EL PASO 
Valero Corner Store 2740633,-106.09553,39.590618,1012 Summit Blvd,,Frisco,CO,80443,,SUMMIT 
Diamond Shamrock Corner Store 274682,-106.29028,39.244549,108 Harrison Ave,,Leadville,CO,80461,3646,LAKE 
Corner Store 2741141,-105.087,39.630276,4797 S Wadsworth Way,,Littleton,CO,80123,1800,JEFFERSON 
Corner Store 2741167,-105.14904,39.609524,13456 W Bowles Ave,,Littleton,CO,80127,1426,JEFFERSON 
Corner Store 2741722,-105.10932,39.564835,9986 W Remington Pl,,Littleton,CO,80128,9282,JEFFERSON 
Corner Store 2744126,-105.10976,39.635651,4490 S Kipling Pkwy,,Littleton,CO,80127,1158,JEFFERSON 
Diamond Shamrock Corner Store 2741179,-105.15762,39.634979,14011 W Quincy Ave,Ste A,Morrison,CO,80465,9336,JEFFERSON 
A Mart Store,-104.94346,39.772861,3770 E 40th Ave,,Denver,CO,80205,3848,DENVER 
Family Dollar Store 9112,-103.21202,40.159092,152 E 1st St,,Akron,CO,80720,1502,WASHINGTON 
Family Dollar Store 9217,-104.52113,40.112656,240 Market St,,Keenesburg,CO,80643,9033,WELD 
Carniceria La Superior,-104.84711,39.698784,1020 S Peoria St,,Aurora,CO,80012,3464,ARAPAHOE 
Dollar General 13637,-104.58072,38.245602,1610 Santa Fe Dr,,Pueblo,CO,81006,,PUEBLO 
Walgreens 15101,-106.52257,39.63607,15 Sun Rd,,Avon,CO,81620,,EAGLE 
Corner Store 274666,-104.86351,39.380241,94 Wolfensberger Rd,,Castle Rock,CO,80109,1531,DOUGLAS 
Corner Store 2741126,-104.75834,39.476574,13185 S Parker Rd,,Parker,CO,80134,3488,DOUGLAS 
Corner Store 2741127,-104.81805,39.594994,14705 E Arapahoe Rd,,Aurora,CO,80016,1586,ARAPAHOE 
Corner Store 2741157,-104.76959,39.539753,9701 S Parker Rd,,Parker,CO,80134,8813,DOUGLAS 
Corner Store 2741159,-104.98783,39.562222,34 Centennial Blvd,,Highlands Ranch,CO,80129,2322,DOUGLAS 
Diamond Shamrock Corner Store 2741161,-105.03651,39.561268,8071 Blakeland Dr,,Littleton,CO,80125,9701,DOUGLAS 
Corner Store 2741189,-104.85184,39.53561,9945 S Oswego St,,Parker,CO,80134,3698,DOUGLAS 
Valero Corner Store 2744059,-104.86155,39.367088,310 S Wilcox St,,Castle Rock,CO,80104,1915,DOUGLAS 
Corner Store 2744137,-104.7655,39.527214,19302 E Plaza Dr,,Parker,CO,80138,9066,DOUGLAS 
Capitol Convenience,-104.97984,39.736973,1300 Pearl St,,Denver,CO,80203,2519,DENVER 
Family Dollar Store 9160,-104.70441,38.319988,230 S Purcell Blvd,,Pueblo,CO,81007,5082,PUEBLO 
Family Dollar Store 9339,-102.30272,40.585636,143 W Denver St,,Holyoke,CO,80734,1451,PHILLIPS 
Kum & Go 665,-104.80734,38.991009,1206 Interquest Pkwy,,Colorado Springs,CO,80921,4183,EL PASO 
Kum & Go 667,-104.72923,38.939892,7385 Duryea Dr,,Colorado Springs,CO,80923,,EL PASO 
Chicago Market,-105.09079,39.739738,1477 Carr St,,Lakewood,CO,80214,6103,JEFFERSON 
Pj Mart,-104.84717,39.6996,980 S Peoria St,Unit D,Aurora,CO,80012,2831,ARAPAHOE 
7-Eleven Store 23990A,-104.84703,39.745461,1795 Peoria St,,Aurora,CO,80010,2906,ARAPAHOE 
Mediterranean Market,-105.25835,40.02702,2690 28th St,Ste D,Boulder,CO,80301,1254,BOULDER 
7-Eleven Store 35365A,-104.98257,39.74321,380 E 17th Ave,,Denver,CO,80203,1274,DENVER 
Dollar Tree 5094,-104.90462,39.561157,8575 S Quebec St,,Highlands Ranch,CO,80130,3604,DOUGLAS 
Family Dollar Store 9376,-104.77253,39.6954,1175 S Tower Rd,,Aurora,CO,80017,,ARAPAHOE 
King Soopers 111,-104.95952,39.653187,3495 S University Blvd,,Englewood,CO,80113,3139,ARAPAHOE 
7-Eleven Store 35600A,-104.71544,38.940311,7718 E Woodman Rd,,Colorado Springs,CO,80923,,EL PASO 
Las Montanas Market,-105.09048,39.99736,111 S Public Rd,Unit B,Lafayette,CO,80026,2665,BOULDER 
